DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2016,41.529,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2017,39.693,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2018,38.801,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2019,37.722,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2020,43.77,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2021,39.891,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2022,41.064,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2023,40.883,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2014,19.559,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2015,19.526,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2016,18.044,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2017,19.636,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2018,18.179,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2019,17.485,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2020,19.222,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2021,17.800,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2022,19.213,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2023,20.214,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2014,4.744,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2015,5.119,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2016,6.208,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2017,7.219,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2018,7.914,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2019,8.23,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2020,10.714,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2021,12.631,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2022,13.969,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2023,15.077,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2014,5.415,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2015,5.714,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2016,5.846,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2017,6.507,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2018,7.394,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2019,8.886,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2020,13.999,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2021,13.116,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2022,15.134,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2023,17.420,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2014,68.406,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2015,68.545,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2016,69.235,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2017,70.036,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2018,71.566,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2019,74.406,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2020,77.358,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2021,74.026,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2022,75.875,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2023,75.613,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2014,11.605,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2015,11.881,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2016,11.396,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2017,11.059,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2018,14.936,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2019,15.377,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2020,16.102,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2021,15.604,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2022,16.629,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2023,16.564,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2014,29.508,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2015,30.514,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2016,30.864,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2017,30.611,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2018,30.203,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2019,30.623,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2020,33.982,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2021,33.982,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2022,34.675,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2023,35.163,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2014,24.845,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2015,24.785,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2016,25.032,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2017,24.454,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2018,23.875,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2019,24.29,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2020,24.478,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2021,23.871,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2022,24.229,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2023,25.782,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2014,22.864,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2015,21.989,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2016,21.147,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2017,20.287,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2018,20.32,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2019,21.443,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2020,26.297,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2021,25.255,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2022,24.670,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2023,25.428,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2014,51.151,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2015,52.22,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2016,52.597,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2017,53.39,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2018,53.916,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2019,55.785,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2020,60.124,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2021,62.527,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2022,66.287,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2023,66.393,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2014,22.459,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2015,22.879,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2016,21.975,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2017,21.658,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2018,21.378,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2019,21.968,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2020,25,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2021,25.000,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2022,25.002,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2023,25.066,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2014,11.713,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2015,12.882,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2016,12.029,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2017,11.465,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2018,11.896,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2019,16.894,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2020,17.345,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2021,17.419,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2022,17.481,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Slovakia,2023,16.990,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2014,19.544,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2015,18.484,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2016,24.472,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2017,23.082,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2018,24.616,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2019,24.215,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2020,24.401,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2021,22.14,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),19/09/24 23:00:00,Annual,Renewable energy - overall,Percentage,Kosovo*,2022,18.779,,
